category,description
entertainment,"Federico Fellini's film LA STRADA (1954), about a traveling strong man (Anthony Quinn) and his feeble-minded assistant (Giulietta Masina), is an extraordinary parable of a movie, demonstrating the pain of loneliness and the need for love. The story is set in the picturesque Italian countryside, where the brutish hero and his helper tour from town to town and eventually deal with the intrusion of an acrobatic stranger (Richard Basehart). One powerful component of the film, in addition to its low-key performances, is the haunting musical theme by Nino Rota. Chances are, if the picture doesn't hook you, the music will - WEDNESDAY at 8 P.M. on Turner Classic Movies."
entertainment,"Only a handful of the millions of books written become classics, shaping perspectives and broadening an understanding of the world. Donald Sutherland plays host for a 36-hour GREAT BOOKS FESTIVAL, which includes premieres and encores from the Learning Channel's ''Great Books'' series. Beginning SATURDAY at 9 A.M. on TLC, viewers are taken on a journey through the classics. there is Lewis Carroll's ''Alice in Wonderland,'' about a fantasy world where cats grin and a mad hatter serves tea; H.G. Wells's ''War of the Worlds'' ; Mark Twain's ''Huck Finn,'' about two runaways on the Missippi, and ''Moby-Dick,'' Herman Melville's story of The Pequod, the 19th-century whaler, and her captain and the great white whale that obsesses him."
entertainment,"Westerns may be something of an endangerered species now, but Howard Hawks's ""Red River,"" is one from the days (1948) when westerns really were as big as all outdoors, and lusty and brawling, too. And who better to lead the way in this saga of the first cattle drive along the Chisholm Trail from Texas to Kansas than John Wayne, with Montgomery Clift providing the conflict as his ward and heir apparent. Old pros like Walter Brennan, Noah Beery Jr., Harry Carey (Sr. and Jr.) and John Ireland lend their grit to the stampedes and gunplay, and Joanne Dru makes sure that everyone knows there's more to life than dust and longhorns - Tuesday at 10:35 P.M. on TNT Lawrence Van Gelder"
entertainment, News from the DVD trenches indicates a division of philosophy at the studios. Should discs have bigger and better extra features to accompany films? Or should features be trimmed in the interests of economy and profit? 
entertainment,"A MESSIANIC religious leader's devotees commit random acts of violence in his name. Meanwhile, a larger war looms in a region known for its unstable leadership, desert climate and precious supply of a natural resource that everyone wants to get their hands on."
entertainment,"A GROUP of high school students at the Buffalo Academy for the Visual and Performing Arts are preparing for the extracurricular project of a lifetime: to desegregate their school's lunchroom within two weeks, and be filmed in the process."
entertainment,"MICHAEL PALIN is the only 54-year-old joining the freshman run at the University of Otago, in Dunedin, New Zealand. Too late, he learns that this is no ordinary jog. Soon he and the freshmen are waist-deep in water, and upperclassmen are pelting them with eggs and flour. Luckily, Mr. Palin says, he knows how to handle such situations. ''Having had the benefits of an English public school education,'' he explains, ''I understand pain and pointless exercise.''"
health, Body part of the article 
health," HONG KONG, May 2 — SARS appears to be spreading in Taiwan now as fast or faster than anywhere except mainland China, prompting a desperate effort by Taiwanese officials to contain the disease. "
health, Ingredients 
health," BANGKOK, July 13 — Waste and inefficiencies from duplication of donor efforts are emerging as major obstacles as the world escalates spending to stop the H.I.V. epidemic, a panel of experts said at the 15th International AIDS Conference here today. "
health," Anew study has confirmed earlier reports that the drug thalidomide can significantly extend the lives of people with advanced multiple myeloma, a cancer of the blood. "
health,I KNEW I was a recreational mutant when my friends' 4-year-old daughter felt compelled to confirm for herself the outrageous thing her parents had told her about me.
health," Bayer Healthcare announced today that it would allow its most promising new antibiotic, moxifloxacin, to be tested against tuberculosis, a disease that kills 5,000 people a day and is the immediate cause of death for a third of the world's AIDS victims."
health," WASHINGTON, Dec. 13 - President Bush today set in motion his plan for smallpox inoculations for 500,000 frontline military personnel and as many as 10 million civilian health care and emergency workers. But Mr. Bush strongly recommended that the general public not seek vaccination for now. "
health," ALIGN=""Left"" WIDTH=""256"" BORDER=0 HSPACE=3 VSPACE=3> Altars, such as this one at Dharma Mittra Yoga Center, are common sights to yogis. (Rebecca Cooney for New York Today) "
health," Dr. Jong Wook Lee, a South Korean expert on tuberculosis and vaccines who trained in the United States, was selected today to head the World Health Organization. "
politics,"Former Gov. Jeb Bush continued to take a hard line against normalizing relations with Cuba on Friday, accusing the Obama administration of capitulating to an oppressive regime by removing it from a state-sponsored terrorism list."
politics,"Less than two weeks after Islamic State terrorists killed scores of people in Paris and Beirut, fewer than one in four Americans say they think President Obama has a clear plan for combating the terrorist group, according to a new CBS News poll."
politics,"WASHINGTON — The Democratic National Committee said on Monday it had reserved $22 million in YouTube advertisements across 14 states that the party believes will be competitive in the general election, the beginning of a broad digital effort to defeat President Trump this fall."
politics,"Alex Padilla, California’s secretary of state, has emerged as the front-runner to succeed Vice President-elect Kamala Harris. But Gov. Gavin Newsom appears to be in no rush to make his choice."
politics,Good Thursday morning. Here are some of the stories making news in Washington and politics today.
politics,"Former Gov. Martin O’Malley of Maryland, who has explored a Democratic presidential campaign for the last two years, raised about $2 million in the month after he announced his candidacy. "
politics,"Immediately after Russia’s invasion of Ukraine, the political debate in the U.S. was a free-for-all. Democrats and some Republicans aligned behind President Biden exhibiting what was once considered a traditional show of unity in a crisis. Other Republicans blasted Biden as weak and insufficiently tough on Russia. In perhaps the strangest twist, still other Republicans, including Donald Trump, seemed to sympathize with Russia’s president, Vladimir Putin."
politics,"More Than a Vote, the collective of athletes headlined by the basketball star LeBron James, on Wednesday will introduce its final political push before Election Day, a rapid response and advertisement operation meant to combat the spread of misinformation among younger Black voters."
politics,The group attempting to persuade Vice President Joseph R. Biden Jr. to run for president will not televise a commercial recalling the death of Mr. Biden’s first wife and his daughter after a report indicated that the vice-president was uncomfortable with the content.
sports,"STONY BROOK, N.Y. — Before the Big East women’s lacrosse tournament, Syracuse Coach Gary Gait said he would not consider his team at the level of Northwestern, the defending national champion, until it won a title."
sports,"In overtime on Sunday night, the Cowboys found themselves with a fourth-and-1 at the Houston Texans’ 42 yard line. Five minutes and 40 seconds remained."
sports," Christina Kim had seven top-10 finishes on the L.P.G.A. Tour last season and has five top 10s already this year. At 24, she may simply be maturing as a player. But she also credits a new putter, the YES! GrooveTube, which she began using in January."
sports,St. Louis
sports,"Carlos Delgado’s first home run Friday afternoon would have been good enough, a grand slam that landed in the nether reaches of the stands in right-center at Yankee Stadium, a few rows below the video board that displayed his smiling face. "
sports, George Steinbrenner’s legacy as the owner of the Yankees is secure. But can his heirs sustain it?
sports," Ben Wildman-Tobriner fulfilled one dream in August by helping the United States 400-meter freestyle relay team win an Olympic gold medal in Beijing. He realized another this month when he traveled to Israel for 10 days as the 200,000th participant in Taglit-Birthright Israel, an organization that provides first-time educational trips to Israel for Jewish young adults."
sports,"INDIAN WELLS, Calif. — Serena Williams was conspicuously absent from the BNP Paribas Open for 13 years, so she could be forgiven for lingering in her return. Making her first appearance at the tournament since the 2001 final, Williams, the world No. 1, defeated Monica Niculescu, 7-5, 7-5, in 2 hours 3 minutes in front of fans so firmly behind her, their cheers were like a wind at her back."
sports,Gary Carter will manage in New York next season. It just will not be the job he lobbied for earlier this year.
sports,"WIMBLEDON, England — John Isner didn’t mind waiting. In this, his 41st Grand Slam event, what was another four hours and 14 minutes?"
business,"When people think their best hope for getting out of an economic hole is to head for the slot machines, you know things look grim. They are not betting on a recovery; they are betting for one."
business,"NEWPORT BEACH, Calif. — A bitter legal war between the bond investor William H. Gross and Pimco, the company he built into one of the biggest asset managers in the world, is over."
business,"Most Internet users have become accustomed to using Facebook to keep up with friends — or at least, Facebook “friends” — while using more specialized sites and apps to search for restaurants, books and people. But if you have built up a network of friends on Facebook, those connections can now help you find people, places and things in the real world, in ways that more specialized sites like Google, Yelp and Amazon cannot."
business,"This interview with Andy Bryant, the chairman of the technology giant Intel, was conducted and condensed by Adam Bryant."
business,"Artificial intelligence’s integration into everyday life has stirred up doubts and unsettling questions for many about humanity’s path forward. But in Anguilla, a tiny Caribbean island to the east of Puerto Rico, the A.I. boom has made the country a fortune."
business,"The headlines today say that new home sales leaped in April. The reality is not quite as good. The increase reported in partly a matter of seasonal adjustments, and may reflect price-cutting as well. The average and median sales prices were down substantially. The seasonally adjusted annual rate rose from 844,000 sales to 981,000. But actual monthly sales rose by just 12,000, to 92,000."
business,The following equity and convertible debt offerings are expected this week:
business,"Right or wrong, many voters think their elected representatives are above it all financially. "
business," HOUSTON, Jan. 25 — The body of a former Enron Corporation ( news/quote ) vice chairman who resigned last May after voicing concerns about the company's financial practices was discovered early this morning inside his Mercedes-Benz after he apparently killed himself. "
business,"Legal experts said AT&T, BellSouth and Verizon faced the prospect of lawsuits seeking billions of dollars in damages over cooperation in the government’s program to build a vast database of calling records. A federal lawsuit was filed in Manhattan Friday seeking as much as $50 billion in civil damages against Verizon on behalf of its subscribers."
entertainment,"The warmly appealing heroine of DARK VICTORY is a stricken woman who weds her loving doctor (George Brent) and won laurels for Bette Davis, whose career was founded on roles of dazzling witchery. ''I loved doing Judith,'' the actress told me at her Maine home a few years before her death, but I saw it again not long ago and some wise ones -- Hollywood friends, who picked it to pieces and I agreed on some points, like those angel voices at the end. Her director, Edmund Goulding, had told Hollywood that his star had ground him into powder. However, a co-star, the beautiful Geraldine Fitzgerald, became a close friend. ''I saw Gerry not long ago and you know what she told me: 'Bette, give us more worlds' '' -- MONDAY at 10 P.M. on TCM. Howard Thompson"
entertainment,"With a lean script (by Daniel Taradash) culled from James Jones's sprawling best seller, FROM HERE TO ETERNITY (1953) came alive on film -- its soldiers, their women and Peal Harbor. The picture copped eight Oscars. Praise pelted Fred Zinnemann's direction and his cast: Burt Lancaster, Frank Sinatra (in a legendary comeback), a surprisingly earthy Deborah Kerr and Donna Reed. Curiously, Montgomery Clift's cutting portrayal of Prewitt (above), the story's central figure was skimmed past. Or was he just taken for granted? Even with Jones's iron-fisted realism and scathing talk toned down, this ""Eternity"" packs a wallop -- THURSDAY at 8 P.M. on TNT. Howard Thompson"
entertainment,"THE plot of ANTONIA'S LINE (1995), Marleen Gorris's Oscar-winning Dutch comic drama, is powerfully simple, just the stuff of life everywhere. People meet, make love, have babies, grow old and die. Occasionally there are anomalies (the title character's daughter wants a child but not a husband), surprises (the baby turns out to be a math genius) and tragedies (a local boy commits rape). And in the end we feel we understand it all a lot better -- the inevitability of the cycle of life and a savoring of its rhythms. Willeke van Ammelrooy, who plays Antonia, won the Netherlands Film Festival's best actress award -- Friday at 9 p.m. on Sundance."
entertainment,"The wry gleam of ""THE PALM BEACH STORY"" (1942) suggests fun was had by all: Claudette Colbert and Joel McCrea as a Manhattan couple who spat and light out for Florida; and Rudy Vallee and Mary Astor as rich, sun-kissed brother and sister romantic predators. And three cheers for the Ale & Quail Club, a hilarious gang of rowdy hunters aboard the Miami-bound train! Only Preston Sturges could have concocted this lark. Bless him. MONDAY AT 6 P.M. and 11:30 P.M. on AMC. -Howard Thompson"
entertainment,"LIZA MINNELLI is sweating, and it has nothing to do with lawsuits or divorce. She's rehearsing on the set of Fox's ''Arrested Development.'' She fans herself with a script. When the actors break, she smokes a Marlboro Light 100 down to its filter."
entertainment,"COURTROOMS, prisons, police stations and officers of the law in many shapes and forms fill the screen with color, conflict and, thank goodness, a little comedy this week."
entertainment,"When Cecil Rhodes arrived in 1870 in the Cape Colony, Britain's toehold on the southern end of Africa, it was a small agricultural backwater. When this son of an English country vicar died 32 years later, his company controlled the world monopoly on diamonds. And thanks to his ruthless quest for wealth, Britain controlled a million square miles of the African continent."
entertainment,"IT must be true that death never takes a holiday -- not on television, anyway. Here we are in high summer, and newly minted true-crime shows are still turning up in prime time."
entertainment,"A selective listing by critics of The Times: New or noteworthy movies playing this weekend in the New York metropolitan region. * denotes a highly recommended film. Ratings and running times are in parentheses. Full reviews of all current releases, movie trailers, showtimes and tickets: nytimes.com/movies."
entertainment,"The New Directors/New Films festival concludes its 35th edition with two French and four American films, several fresh from the Sundance Film Festival. Today through Sunday, there are also encore screenings of the selections ""Pavee Lackeen,"" ""First on the Moon,"" ""Still World,"" ""Texas"" and ""Into Great Silence""; also playing today are the documentaries ""Witness to War,"" ""The Ties That Bind"" and ""Who Killed Vincent Chin?"" More information, including ticket availability, is at www.filmlinc.com. "
health,"Federal drug regulators announced today that they had approved for sale flu vaccines from Chiron, raising hopes that there would be ample supplies of flu vaccines this year."
health,"GENEVA, Nov.7 - The World Bank announced today the creation of a $500 million loan program aimed at getting money swiftly to poor Southeast Asian countries that are struggling to combat an outbreak of avian flu among birds."
health,"GlaxoSmithKline's plan to market an over-the-counter version of the prescription diet drug Xenical cleared another hurdle this week, receiving an ""approvable"" letter from the Food and Drug Administration, the company said today."
health," HHS Secretary Tommy G. ThompsonMammography News ConferenceFebruary 21, 2002 "
health," Anew drug regimen can markedly reduce the chance that breast cancer will recur in postmenopausal women, a large international study has found. The results, in fact, were so strongly, and surprisingly, positive that the investigators ended the study early and offered the women taking a placebo the drug instead. "
health," Biking events, from Bike New York to moonlight rides in Central Park. 2001 Bike Week (May 14-20, 2000) "
health," The World Health Organization removed Toronto from its SARS watch list today, leaving Taiwan as the only place where the organization said the virus had evaded full control. "
health, The snow has melted and the temperatures are rising. Time to oil up your bike and hit the roads — or the trails. Here are some nearby destinations that offer excellent biking. 
health," Jenny and and her husband had enjoyed 15 years of an emotionally and intellectually fulfilling marriage when he suffered a stroke and Jenny's whole life suddenly screeched to a halt. Instead of gradually recovering, over the next five years her husband got progressively worse. The stroke had unmasked or hastened the onset of Alzheimer's disease, and Jenny became his permanent de facto caretaker. "
health," WASHINGTON, Aug. 27 — The game kickball is well-known to schoolchildren. But the players here at a recent match on the National Mall looked suspiciously mature. "
politics,"President-elect Joseph R. Biden Jr. plans to call on a divided nation to come together at a time of political crisis and a deadly pandemic with an “America United” Inauguration Day theme, his inaugural committee announced Monday."
politics,"Donald J. Trump has regained the initiative in New Hampshire, according to a new poll that demonstrates his enduring popularity in the face of more aggressive rivals and a fraught national security landscape."
politics,"Aahtrell Johnson remembered the police car rolling up, just before he was about to take his shot at the basket under the pine trees. It was 2016, and his neighbor had called 911, complaining that he was getting loud in the street. A white officer named Bobby White had been sent to respond."
politics,"WASHINGTON — As she arrived at the Capitol on Wednesday morning to meet her fate, the soon-to-be deposed No. 3 Republican in the House hinted that she was already eyeing her next role."
politics,"Joseph R. Biden Jr. said on Friday that he had discussed the process of selecting a running mate with his chief rival, Senator Bernie Sanders, even as both men continue to compete in the Democratic primary."
politics,"LOS ANGELES — At an auditorium here one evening this week, Atticus Tyagi, age 8, stepped onstage with a canvas bag nearly as large as he is, bearing the name of his “Gammy” — Senator Elizabeth Warren — and calmly chose raffle tickets to determine who in the audience of thousands would have a chance to ask Ms. Warren a question."
politics,President Biden told the nation’s largest gun-control group on Tuesday that he had secured extensive reforms on firearms safety but acknowledged that he had not achieved several of his priorities.
politics,"Representative Tulsi Gabbard, Democrat of Hawaii, resigned as a vice chairwoman of the Democratic National Committee on Sunday in order to endorse Senator Bernie Sanders for president."
politics,"Four years ago, Kimberly Guilfoyle delivered a dark, high-decibel address to the Republican National Convention that made her the subject of derisive jokes from pundits and late-night comedians."
politics,BALTIMORE — Martin O’Malley couldn’t have asked for a more picturesque backdrop for his presidential campaign announcement on Saturday: A blue sky met the clear water of Baltimore’s Inner Harbor off Federal Hill Park.
sports,"RIO DE JANEIRO — Finally, after a week of the most impertinent questions possible, Thomas Bach, the embattled International Olympic Committee president, was about to field a friendly one on Thursday."
sports,"MOSCOW — We have a saying in Russia, Stanislav Cherchesov told reporters from behind his fearsome mustache on Saturday afternoon."
sports,"SPA-FRANCORCHAMPS, Belgium — Everything before the Belgian Grand Prix on Sunday had been set up by the Formula One series’ organizers to ensure a more exciting race start. "
sports,"When Neymar drove the ball into the back of the net for Brazil’s first goal, pandemonium ensued around the host country."
sports,"MINNEAPOLIS — Sometime during the Final Four on Saturday, the television cameras will focus on Auburn Coach Bruce Pearl. They are likely to find him in his usual animated state: limping up and down the sideline, screaming, arms flailing, his face the color of a bowl of borscht, his once-pressed suit reduced to a rumpled outfit paying homage to the land of a thousand (perspiration) lakes."
sports,"PITTSFORD, N.Y. — The leader of the L.P.G.A. Championship, Se Ri Pak, may not know the adage “Beware of the wounded golfer,” but she certainly has not played like a woman who has been sidelined for the last five L.P.G.A. tournaments with a shoulder injury."
sports,"SANTA CLARA, Calif. — On the eve of Super Bowl 50, it feels as if we know a great deal about the Panthers and the Broncos, that is largely because they were so remarkably consistent this season."
sports,PITTSBURGH — The obituary for a defense was swift and stinging. 
sports," One of the most important performances of Michelle Kwan's career came today with none of the usual drama and glamour of her long, lucrative figure skating career."
sports,"FLORHAM PARK, N.J. — Some nights, Mike Westhoff wakes up around 3 a.m., rising like a spring uncoiled. “It just hits me,” he said."
business,"A financial firm borrows billions of dollars to make big bets on esoteric securities. Markets turn and the bets go sour. Overnight, the firm loses most of its money, and Wall Street suddenly shuns it. Fearing that its collapse could set off a full-scale market meltdown, the government intervenes and encourages private interests to bail it out."
business,"Two Americans, Alvin E. Roth and Lloyd S. Shapley, were awarded the Nobel Memorial Prize in Economic Science on Monday for their work on market design and matching theory, which relate to how people and companies find and select one another in everything from marriage to school choice to jobs to organ donations."
business,"In a surprise move, Warren G. Lichtenstein’s Steel Partners said it would nominate three candidates to the board of the Rowan Companies, an oilfield services company, to unlock more value."
business,Forget red states and blue states — was Senator Barack Obama’s presidential victory over John McCain written in green?
business,"Talks over a bid by United States private equity firm Carlyle Group for British telecommunications company Kingston Communications have stalled because of a disagreement over the price, Reuters reported."
business,  
business,"Deutsche Bank‘s shares fell Wednesday in Europe after the German banking group warned that a business slowdown and possible write-downs could make it hard to achieve its profit goal for the year. The shaky outlook suggested that Deutsche Bank, which managed to avoid taking any write-downs related to subprime mortgages in the fourth quarter, is not out of the woods yet."
business,OTTAWA  The Province of Ontario filed a lawsuit on Tuesday seeking 50 billion Canadian dollars from several tobacco companies to recover smoking-related health costs since 1955.
business,"GEORGETOWN, Ky.  Before Toyota arrived here more than two decades ago, Georgetown was a sleepy town of 10,000. Its population has since swelled to 25,000, and most of those people owe their livelihood to the sprawling Toyota plant outside of town on Cherry Blossom Way. "
business,"The mail-scanning service Earth Class Mail is opening a new outpost in downtown Manhattan on Wednesday to cater to jet-setters, business travelers, expatriates, nomads and anyone else who is on the road too often to manage their snail mail. "
entertainment,"The country not only talked about the trial, it was obsessed with it -- and not just for a day or two, but for week after week after week. This murder trial involving a glamourous celebrity seemed to crowd everything else out of the newspapers, which gleefully printed every detail they could get their hands on. There were so many reporters covering the trial that there was no room for the public in the courtroom. ""The trial is being reported to the ends of the globe,"" observed The New York Times."
entertainment,"IN the four-hour television film ''Victoria and Albert'' (Sunday and Tuesday at 9 p.m. on A&E), King George III has been reduced to the rank of prime minister, Hercule Poirot has moved from Belgium to Germany to become a trusted adviser to Prince Albert, and a different Poirot is playing Britain's King William IV, whose death brings Victoria to te throne."
entertainment,"On a cruelly cold Antarctic evening, the albatross floats in like a jetliner for a soft landing. The king penguin, once compared by an Antarctic explorer to a portly gentleman late for dinner, waddles up from the sea to nest. The elephant seal rules the beach, whiskers whipped by 100-mile-an-hour winds."
entertainment,"I'M feeling a little better about Woody Allen since he turned up at the Academy Awards in support of New York. So it's a good time to rewatch HANNAH AND HER SISTERS (1986), a film that Mr. Allen appears to have made during a brief period of personal contentment. Mia Farrow, of course, plays Hannah, the rich, successful sister, who doesn't realize her marriage is in trouble. Lee (Barbara Hershey) is the restless sister, reconsidering her relationship with a famous painter. Dianne Wiest, who won a best supporting actress Oscar for this, is Holly, the sister who can't get a career or a relationship right. And Mr. Allen is Mickey, Hannah's hypochondriac ex-husband, who just can't stay away from the family. This is one of Mr. Allen's most satisfying dramatic comedies, and Hannah's apartment (rambling, prewar, Central Park West) is inspirational - Saturday at 1 and 9 p.m. on Oxygen."
entertainment,"MELINDA AND MELINDA (2004) Sunday at 3:15 p.m. on Cinemax Way back in ""Stardust Memories"" (1980), Woody Allen responded to some fans' preference for his early, straightforwardly funny films, rather than his attempts to emulate Ingmar Bergman. Even space aliens, he suggested, preferred ""Bananas"" to ""Interiors."" In this film, Mr. Allen has it both ways. Radha Mitchell stars in parallel stories about the same character in the same situation: a woman who crashes a couple's dinner party. One story turns out comically; the other doesn't. The ensemble cast includes Chloë Sevigny (far left, with Ms. Mitchell), Will Ferrell, Amanda Peet and Chiwetel Ejiofor. The New York apartments are fabulous."
entertainment,"ONLY the most delicate of special effects is used in ""Mr. Harvey Lights a Candle,"" and just once, near the end. This may surprise fans of the British actor Timothy Spall, star of the film, which has its American premiere Christmas Eve on BBC America. They are more used to seeing him surrounded by some of the splashiest effects available today -- in the two most recent ""Harry Potter"" movies, where he plays the scoundrely Peter Pettigrew."
entertainment,"During World War II, a group of black Army Air Forces pilots valiantly fought two enemies - Nazism and racism - to become one of the most decorated squadrons in American military history."
entertainment,"One-month-old cheetah triplets learn the survival game and other deadly skills in ""A Cheetah Family,"" part of a weeklong introduction -- MONDAY-FRIDAY at 8 P.M. and MIDNIGHT -- to the Discovery channel's new series WILD DISCOVERY. HUNTERS OF THE AFRICAN PLAIN are one-hour films about a lioness among lions; hyenas and leopards in competition for prey, and on Friday, a family of cheetahs. Mitsuagi Iwago camped in the Serengeti near the home of a female and her young. He has filmed the mother at work securing food and safety for her cubs, and he talks about the endangered animals, which number only about 500 on the African plain because of shrinking habitat, predators, starvation and bad luck. Suzanne O'Connor"
entertainment," Come Academy Awards season, home video usually has a few nominated titles available by the time the Oscars are handed out. (That will be March 23 this year.) But now DVD has jumped into the competition with laudatory interviews and commentaries, minidocumentaries and other features packed onto discs involving potential nominees, to be announced on Feb. 11. "
entertainment,Correction Appended
health," Miscarriages and induced abortions do not increase a woman's risk of developing breast cancer later in life, according to a study of 83,000 women worldwide being published on Friday. "
health,"WHILE joggers, weightlifters, recreational softball players and other fitness enthusiasts will surely be delighted to hear that exercise science now sees lactic acid as a force of good and not evil, the fact remains that people are sore. What can be done about it?"
health,The largest study ever to ask whether a low-fat diet reduces the risk of getting cancer or heart disease has found that the diet has no effect.
health," Two new large international studies being reported today are likely to upset medical dogma for treating atrial fibrillation, a common irregularity of the heartbeat that can lead to debilitating strokes and other life-threatening complications. "
health," Mount Sinai Hospital in Manhattan said yesterday that after the death of a man who donated part of his liver to his brother, it had temporarily halted operations in which healthy adults donate part of their livers for use as transplants to other adults. "
health," HONG KONG, May 1 — Some SARS patients who appear to recover are actually late in suffering the worst effects of the disease, while many recovered patients may still have some of the live virus in their bodies when they are discharged from hospital, doctors said here today. "
health," Two British scientists have proposed a radical strategy for preventing cardiovascular disease: a daily pill that would be prescribed to everyone over the age of 55, regardless of their risk of heart attack or stroke. "
health," The World Health Organization and the United Nations AIDS program said yesterday that they would not reach their heavily promoted ""3 by 5"" goal of treating three million H.I.V.-infected poor people by the end of 2005."
health," IN a cramped room at the Mount Sinai Hospital's Cardiac Care Center, time is marked by the loud, mechanical beating of Louis Fantauzzi's artificial heart. It is the sound of a tethered life, a life in suspension. "
health," Women who take aspirin regularly have a lower risk of breast cancer than those who do not, researchers are reporting. "
politics,"From rising tensions with Iran to the still-growing Democratic presidential field, it’s been a busy week in American politics. Here are some of the biggest stories you might have missed (and some links if you’d like to read further)."
politics,It’s another busy day on the presidential campaign trail in Iowa.
politics,"Peter Navarro, who led the U.S. Office of Trade and Manufacturing Policy under President Donald J. Trump, was released from prison on Wednesday — in time to fly to Milwaukee to speak at the Republican National Convention."
politics,PHOENIX — An Arizona megachurch hosting President Trump on Tuesday misleadingly claimed that its new air purification system “kills 99.9 percent of Covid within 10 minutes” but then backtracked shortly before the president spoke.
politics,"Joseph R. Biden Jr. and Senator Kamala Harris presented a united front in their first joint television interview, glossing over a number of significant differences they held in the primary campaign to emphasize their shared commitment to defeating President Trump."
politics,[Read more on Joe Biden’s president-elect acceptance speech.]
politics,"DENNEHOTSO, Ariz. — Turn off the two-lane highway that runs across the Navajo Nation, just a few miles south of the Utah border, and the pavement yields instantly to the desert."
politics,"MARION, Ind. — Senator Ted Cruz of Texas had a date with a waiting car."
politics,"Donald Trump, Pushing Someone Rich, Offers Himself"
politics,Good Friday morning. Here are some of the stories making news in Washington and politics today.
sports,"MASON, Ohio — Jelena Jankovic was struggling to fend off Francesca Schiavone on Thursday at the Western and Southern Open. She might as well have been trying to extricate a bulldog’s teeth from her leg."
sports,The disclosure that Major League Baseball will begin testing for human growth hormone in the minor leagues this year prompted the player unions for baseball and the N.F.L. to issue statements Wednesday that they remained skeptical about the efficacy of current testing but were open to the possibility of successful tests in the future. 
sports,"ST. ANDREWS, Scotland — Standing in one of the Old Course’s 112 bunkers on Saturday, Rory McIlroy was about to be right where he wanted to be: atop the leaderboard of the British Open."
sports,An organization representing some of the world’s biggest agents has written to its members and urged them to contribute to a fund for what it expects will be an “expensive” legal fight to block proposed FIFA regulations to cap the fees they earn in the multibillion-dollar soccer player transfer market.
sports,"The Women’s World Cup, which opens this week, is the biggest in its 32-year history, but it may also be the most open field the tournament has seen."
sports,"SOCHI, Russia — There was a certain paradox to the Canadian men’s curling team’s victory Friday night in the Olympic final against Britain."
sports,"ST. LOUIS — Enos Stanley Kroenke, a native of Missouri and the owner of the Rams, is named after two of this city’s most revered baseball figures, the hustling outfielder Enos Slaughter and the gentlemanly hitter Stan Musial."
sports,"How long has 27-year-old Brendan Kerry been around in the sport of figure skating? Long enough to be an eight-time national champion in Australia, winning his first title a decade ago. (When Nathan Chen was 12.)"
sports,"WIMBLEDON, England — It was Serena Williams’s first time playing in the climate-controlled comfort of a roofed Centre Court, so maybe that was why her backhands were so lethal, her service return so crisp Tuesday."
sports,"MIAMI — The frustration kept building, through eight humiliating quarters, until Amar’e Stoudemire could no longer hold it. With one impulsive swing, he unleashed his fury and slashed his left hand, adding another layer of uncertainty to a tumultuous postseason."
business,"Timothy P. Knight, the publisher of Newsday, said Wednesday that he was leaving the paper after a turbulent five-year tenure that included a circulation scandal, downsizing and changes in ownership and management."
business," Shares of Harrah’s Entertainment jumped Tuesday afternoon as investors reacted to a report that the company, the largest casino operator in the world, might receive a second takeover bid. CNBC reported that a group including Penn National Gaming, which owns casinos and racetracks, and D.E. Shaw, a hedge fund, were considering an offer to buy Harrah’s for an unspecified amount of cash and stock. Harrah’s has already fielded an offer of $81 per share in cash from private equity firms Apollo Management and the Texas Pacific Group, which was later raised to $83.50 per share. "
business," Economic growth slowed more abruptly than expected in the second quarter of the year, as higher energy prices prompted consumers to slow their spending, the government said today. "
business,"At the start of 2024, investors expected the Federal Reserve to cut interest rates substantially this year as inflation cooled. But price increases have been surprisingly stubborn, and that is forcing a rethink on Wall Street."
business,"The MTN Group, a small mobile operator in South Africa, attracted an investment in 1995 from SBC, an American telecommunications company. Now MTN is a sprawling company that spans 21 countries with 70 million customers, and it is attracting outside investors again."
business,"Foreclosures on prime adjustable-rate mortgages rose to a four-year high in the second quarter, a sign that more homeowners with good credit ratings are having trouble paying their bills."
business,PARIS — Even the third time may not be the charm for Ryanair’s attempt to take over Ireland’s flag carrier Aer Lingus.
business,"The race for Northern Rock is on, as several big names compete for the embattled British mortgage lender. But one of the lead contestants apparently felt the need to defend itself."
business,"Merrill Lynch said Monday it will take $6.2 billion in investments from the Singapore government and a mutual fund manager to shore up its capital base, as many analysts expect the investment bank to announce a second consecutive quarterly loss next month."
business,"TOKYO — In his first public appearance since his arrest nearly two months ago, Carlos Ghosn pushed back on Tuesday against the accusations that toppled him from the top of a global automotive empire, declaring he was innocent of all allegations."
entertainment,"This much we know: on Tuesday night Jimmy Smits will end his four-year run as the detective Bobby Simone on ''N.Y.P.D. Blue,'' the highly rated police drama now in its seventh season on ABC at 10 P.M. What we don't know, and won't learn until Tuesday, is what happens to Bobby, who as of last week's episode was at death's door and about to be wheeled to the operating room."
