category,description
entertainment,"Of all the record labels in the history of rock music, a few have become mythic: Sun for rockabilly, Chess for the blues, Stax-Volt for Southern soul. But none have quite the luster of Motown Records, the company founded by Berry Gordy Jr. in Detroit. When young moguls talk about starting a label, they say they aspire to be ''the next Motown''; when baby boomers want to jump-start a party, they put on Stevie Wonder's ''Uptight'' or Martha and the Vandellas' ''Dancing in the Street.'' Motown in its glory years, from the early 1960's through the mid-70's, was not only the ''hit factory'' that Mr. Gordy envisioned, but also the symbol of an American dream: harmony, both musical and racial, forged through inspiration and hard work."
entertainment," Early in ""L'Avventura,"" Michelangelo Antonioni's still-powerful 1959 study of alienation among the affluent, the presumed heroine (Lea Massari) disappears on a boating trip; during the rest of the film, her lover (Gabriele Ferzetti) and her best friend (Monica Vitti) gradually become intimate even as they (and we) realize they will never find her. "
entertainment,"Why wait to see ""Martha Stewart the Musical""? It's playing right now at Upstairs at Studio 54, where a neurotic Liza Minnelli is singing atop a bar, Barbra Streisand is waxing lyrical about politics and a pneumatic Anna Nicole Smith is making a spectacle of herself."
entertainment,"THE first time you see Helen Hunt as Carol, the frazzled waitress and single mother in ''As Good as It Gets,'' one thing is clear: this is not Jamie Buchman. Jamie, the casually chic urban professional that Ms. Hunt plays on the NBC sitcom ''Mad About You,'' would not be caught dead in that dismal Brooklyn apartment, for one thing, or in most of Carol's clothes. And she would never have the nerve to tell off Jack Nicholson."
politics,"The last time Sarah Palin and Donald Trump shared a stage together, the former Alaska governor gave a meandering endorsement speech that displayed her inventiveness with the English language — and her instinctive connection to the Republican base."
politics,"Adam: Well, Shane, that was unlike any convention I have ever been to. Or, rather, not been to. Starting with Eva Longoria as the host — is that even the right word? She was more than just a host — and ending with Michelle Obama showing you can do a major convention speech without an audience. A lot to digest there, including the fact that we saw the candidate on Night 1. How do you think it went?"
politics,The following is the full text of President Obama’s victory speech on Wednesday (Transcript courtesy of the Federal News Service). 
politics,"For all their bluster, nobody in Donald J. Trump’s political inner circle actually thinks a criminal conviction will help him with the independent voters and suburban women who lost him the presidency in 2020."
politics,The granddaughter of President Franklin D. Roosevelt assailed Donald J. Trump on Thursday for citing internment camps set up by the Roosevelt administration in defending his proposal to ban foreign Muslims from entering the United States.
politics,"Gov. Gretchen Whitmer, a Democrat who stood up to former President Donald J. Trump and was once considered one of the most endangered governors in this year’s elections, won a tough race for re-election in Michigan, according to The Associated Press."
politics,"From the ongoing government shutdown to foreign policy changes in the Middle East, it’s been a busy week in American politics. Here are some of the biggest stories you might have missed (and some links if you’d like to read further)."
politics,"Registered lobbyists raised more money for the Democrat Hillary Clinton than for any other presidential candidate of either party during the three months ending in December, according to reports filed with the Federal Election Commission."
politics,"Robert F. Kennedy Jr.’s running mate, the Silicon Valley investor Nicole Shanahan, said on Wednesday night that she had given another $8 million to their independent presidential campaign as it carries out the expensive endeavor of gaining ballot access across the country and tries to propel Mr. Kennedy onto debate stages."
politics,Good Friday morning. Here are some of the stories making news in Washington and politics today.
economy,"ENTREPRENEURS tend to have big dreams when starting a small business -- success, being their own boss, earning money while doing what they enjoy -- but as every dreamer knows, a dream can take a frustrating turn into a nightmare."
economy,"THE hiring spree by Fine Point Technologies in the last six weeks sounds at first like a story from another world, a happy one that existed five years ago. Top executives at the New York City software company recently signed up an outside investor and increased the work force by 25 percent."
economy,"HONG KONG — Surging Japanese shares led a strong rebound in markets across Asia on Friday, and Europe had its second consecutive day of gains, as investors buffeted by days of volatility saw opportunity amid the recent sell-offs."
economy,"MADISON, Wis. - WHEN a new business fails, most entrepreneurs know precisely what to do: get up, dust themselves off, and get on to the next thing."
economy,I’ll admit it now: All those Y2K predictions had me scared about what would befall the world when 1999 became 2000. 
economy,Correction Appended
economy,"SAN FRANCISCO — When GoDaddy kicks off life as a publicly traded company for the first time in its 18-year history, the Internet services provider will do so on the New York Stock Exchange."
economy,"YES, there are sweeping views of the Hudson River, 35 acres of parkland and waterfront promenades. But what gets James Cavanaugh especially jazzed about Battery Park City is the reclaimed toilet water, processed by a waste-treatment plant in the basement of an apartment building at 20 River Terrace."
economy,"CLEAR CREEK EAU DE VIE OF MIRABELLE BRANDY -- Amounts to essence of plums in a bottle, from Oregon. Savor it cold, plain, add it to Champagne or splash it on fruit or sorbet, $30 for a 375-milliliter bottle at Astor Wines and Spirits, Park Avenue Liquor Shop and stores nationwide; information, (503) 248-9470. FLORENCE FABRICANT"
economy,"In the last 30 years, presidents, governors, mayors and others have delegated to me the unenviable task of putting a value to the lives of people who are already dead. "
entertainment," LOS ANGELES, Dec. 13 - The movie awards season picked up steam today, as the Hollywood Foreign Press Association gave seven Golden Globe nominations to ""Sideways,"" the comedy by director Alexander Payne, and another six to ""The Aviator,"" director Martin Scorsese's biographical picture about the charismatic tycoon Howard Hughes. "
entertainment,"Gregory Peck stars in CAPTAIN HORATIO HORNBLOWER, Raoul Walsh's 1951 adaptation of C.S. Forester's tale of a heroic British captain battling the French, and sometimes himself, during the Napoleonic Wars. Mr. Peck's captain is more experienced and less disarmingly awkward than the midshipman who becomes the hero of the new Hornblower series on A&E tonight, but the focus of this colorful high-seas adventure is the same: heavy doses of cannon booms, sword swishing and storm-swept decks with just enough romance (supplied by Virginia Mayo as Lady Barbara) to keep the rigging tight. There's the midnight boarding of a Spanish warship, the sneak raid of Hornblower's lone ship on a French port and the his mates from their captors in France. The drama of this well-calculated film may be less complex than Forester's fiction, but Mr. Peck and a manly cast that includes Robert Beatty and James R. Justice keep the galleons rolling - MONDAY at 10 P.M. on AMC."
entertainment,"A year and a half ago, the decade-old music-video channel VH-1 gave itself a makeover, dropping the hyphen from its name and adopting the slogan ""music first."" Formerly a rest home for stand-up comedians and established soft-worck singers (Phil Collinsk, Michael Bolton, Whitney Houston), VH1 began promoting itself as a place to see up-and-coming new artists like Sheryl Crow, Melissa Etheridge and Counting Crows."
entertainment," For all New York Times film reviews since 1996, go to the Film Archive . "
entertainment,You've seen themovie. Now hear - really hear - the score.
entertainment,"SERPICO (1973) Saturday at 8 p.m. on Channel 11 When Al Pacino (above right) played Frank Serpico, a real New York police officer, a noticeable percentage of the youth of America considered the word ""pig"" a synonym for ""cop."" So moviegoers ate up Mr. Serpico's no-good-deed-goes-unpunished story in which he learns about widespread police corruption, reports it and soon finds himself in danger, turned upon by his fellow officers. The film, directed by Sidney Lumet, still stands up as drama and as an intriguing example of early Pacino style. Mr. Pacino won a best-actor Golden Globe for the role."
entertainment,"IF you're expecting deep, thought-provoking cinema from Lasse Hallstrom's CHOCOLAT (2000), you'll be disappointed. But if you're in the mood for a light indulgence and don't mind being manipulated into one of the least shocking messages of our time (that sensuality is good and repression is bad), this is the film for you. Juliette Binoche stars as a single mother who moves to a tranquil French village, opens a chocolate shop there and transforms everyone. Alfred Molina is the stern and disapproving mayor, who ends up enjoying a personal orgy of chocoholism. Judi Dench is a cranky old lady rejuvenated by hot chocolate and memories. Lena Olin is a mousy villager who discovers a new aphrodisiac. Johnny Depp is the handsome Gypsy who comes to town - Tuesday at 2 and 10:20 p.m. on Starz."
entertainment,"There are game shows with spinning wheels and oversize dice, and then there is ''Jeopardy,'' where everything comes down to the correct questions."
entertainment,"EVERY year at this time, members of the Suquamish nation set up temporary roadside stands and transform the Port Madison reservation, just outside Seattle, into a bustling, booming market for fireworks. As throngs of mostly white customers descend upon the American Indian reservation to load up on rockets and sparklers for Independence Day celebrations, the air is filled with bartering, cross-cultural exchanges and, most of all, explosions."
entertainment,"IT has been two years now since one Charles replaced another on ""Sunday Morning"" on CBS, two years since Charles Osgood's bow-tied staccato supplanted Charles Kuralt's folksy Carolina cadences. The show still opens with the same vaguely classical trumpet music and still closes with a one- to three-minute nature segment: woods, fields or streams presented without narration from the Charles in the studio. And the easel that serves as the anchor desk is still tilted at the same almost-perpendicular angle as when Mr. Kuralt filled the tall chair next to it."
politics,"After Donald J. Trump opened a line of attack on Hillary and Bill Clinton over the former president’s conduct toward women, Mrs. Clinton made clear on Monday that she did not intend to argue with Mr. Trump over the subject."
politics,"By any conventional measure, David McCormick’s pedigree is impressive."
politics,"Good Wednesday morning from Washington, where Republicans are declaring a legislative victory even while in recess, candidates are sending urgent appeals for money, and Gov. Chris Christie of New Jersey is officially running. But it’s another release of Hillary Rodham Clinton emails from her time at the State Department that is driving the bus."
politics,I don’t know how to make sense of it.
politics,"Senator Sherrod Brown, the populist Ohio Democrat known for extolling the “dignity of work,” announced Thursday that he would not seek the Democratic nomination for president, ceding the primary field to other left-leaning candidates with broader national appeal."
politics,"IOWA CITY — It may be nearly nine months until the first balloting of the 2020 primary, but candidates are already practically tripping over one another in Iowa."
politics,It’s Election Day in Oklahoma. Here’s a last-minute guide to voting in the state’s primary elections.
politics,"Charles G. Koch, the billionaire industrialist, suggested in an interview Sunday that he was open to supporting Hillary Clinton for president and said it was possible she would make a better president than her Republican rivals."
politics,"After taking his software company public in 1997, Doug Burgum gathered a few colleagues in his office and swore them to secrecy."
politics,"For President Biden and his party, the appointment of a special counsel on Friday in the investigation into Hunter Biden was hardly a welcome development. A blossoming criminal inquiry focused on the president’s son is a high-risk proposition that comes with the dangers of an election-year trial and investigations that could balloon beyond the tax and gun charges the younger Mr. Biden already faces."
economy,"NEW ORLEANS - BY the time Bobbie Bedney realized it was time to go, it was almost too late. As she left the house in the Seventh Ward with her niece and son and tried to get away from the flood, the water was above her waist and then up to her neck. But she got unexpected help from a man who had been looting an electronics store. He reached out to grab Ms. Bedney's niece with one hand, carrying her along as he pulled a floating trash can filled with boxes of high-tech goods with the other hand. ""I had to laugh,"" she said."
economy,Correction Appended
economy,"IN 1997, when Chip Tooke and other principals sold the mental health services company Value Health, he went home, seized a shovel and began digging up the front yard of his home in Virginia. Relieved to be away from his desk, Mr. Tooke, 52, spent a year landscaping his property. Then, in 1999, he started a second company, Lumenos."
economy,"WITH the holiday season approaching, it is tempting to let a lot of routine tasks slide into next year, but taxes do not take a holiday. Business owners who act before the end of the year can probably find several ways to reduce their 2006 tax liabilities, while those who delay will have few such opportunities."
economy,"AS far as anyone knows, the plight of civilization is nowhere near as dire as in the opening pages of Douglas Adams's ""The Hitchhiker's Guide to the Galaxy,"" where alien spaceships are poised to destroy Earth to make way for an interstellar highway."
economy,Here are ways to get more out of the technology you already have.
economy,"The optimism at JPMorgan Chase reinforces the overall mediocrity of the banking industry. Growth, cost cuts and new fees can bolster earnings 43 percent, JPMorgan’s chief, Jamie Dimon, and his crew told investors on Tuesday. They also suggested that that was enough to silence talk of a breakup."
economy,"WHEN it comes to buying technology, it's easy for a small business to go wrong. Take a company that Frank Muehleman encountered recently. Mr. Muehleman, the senior vice president and general manager of Dell's small- and medium-business division, found that the company, a wholesale distributor, ran its e-mail, Internet connection and even its print server applications on the cheap, using a castoff PC as its server. The machine was running Windows 95, an older version of the operating system that was no longer supported by Microsoft. Worse, there was no antivirus software installed on the PC."
economy,Staying power in the corner suite isn’t always what it’s cracked up to be.
economy,"San Ramon, Calif. - HERE'S food for thought: if restaurants were automobiles, they would be Hummers. That's because the restaurant business wastes more energy than any other industry in America. Experts say that 80 percent of the $10 billion annual energy bill for commercial food service is squandered by the use of inefficient equipment."
entertainment,"There is a real photographic record of some of the people and places depicted in ""Schindler's List,"" and it has a haunting history. Raimund Titsch, an Austrian Catholic who managed a uniform factory within the Plaszow labor camp in Poland, surreptitiously took pictures of what he saw. Fearful of having the pictures developed, he hid his film in a steel box, which he buried in a park outside Vienna and then did not disturb for nearly 20 years. Although it was sold secretly by Titsch when he was terminally ill, the film remained undeveloped until after his death."
entertainment, Sweet Home Alabama 
entertainment,"A huge, unblinking eye fills the screen - a chilling moment before a killer strikes in THE SPIRAL STAIRCASE (1946). The victims, in a turn-of-the-century New England village, are young women with infirmities. Now he (or she) stalks a mute servant-companion (Dorothy McGuire) to a bedridden matriarch (Ethel Barrymore) in a gloomy but busy old Gothic mansion. This superb suspense puzzle, from a novel by Ethel Lina White, is Grade-A Hollywood. Under Robert Siodmak's direction, his technicians and a fine cast have spun a tingling, atmospheric tapestry and knockout whodunit. Don't call out when McGuire fumbles and drops her key in the rain - near a lurking silhouette. Hang on and hold tight - TUESDAY at 8 A.M. on MAX."
entertainment,"NOT a shot is fired in SEVEN DAYS IN MAY (1964), but with its perfect pacing and strong performances the film delivers the kind of heart-pounding suspense that noisier thrillers can only dream of. Burt Lancaster is a power-hungry general so upset with a nuclear arms treaty that he plans a military coup, and Kirk Douglas, ramrod straight, is the colonel who unmasks the scheme. The best performance, though, comes from Edmond O'Brien as a hard-drinking senator who supports the president. The film still packs a punch thanks to Rod Serling's lean screenplay (based on the popular novel), but there's no mistaking that the story is three decades old: a subplot involving incriminating love letters seems downright quaint, and a sturdy cigarette case ultimately saves the nation -- Tuesday at 6 p.m. on TCM."
entertainment," CANNES, France, May 22 - At the awards ceremony that wrapped up the 57th Cannes Film Festival on Saturday night, the jury gave ""Fahrenheit 9/11,"" Michael Moore's stinging critique of the Bush administration's foreign policies, the Palme d'Or, the festival's top prize and one of the most coveted honors in international cinema. "
entertainment,"LOVE in war, love in peace, love gone wrong and love mob-style furnish the fun this week for lovers of movies."
entertainment,"''The Big Game: Bugs vs. Daffy,'' from 6 to 10 p.m. Saturday on the Cartoon Network, plays off the logtime rivalry between Daffy Duck and Bugs Bunny in a marathon of animated shorts. Commentary is provided by Jerry Glanville, Dan Marino and other announcers from HBO's ''Inside the N.F.L.''"
entertainment," As DVD editions of a film multiply, so do permutations and tie-ins. For example, on July 29 Universal is to reissue ""American Pie"" and ""American Pie 2."" With each disc, priced at $26.98 apiece, will come a free DVD called ""Beneath the Crust,"" with new behind-the-scenes material about each movie. "
entertainment,"WHAT excites Graham Norton most about having his own show on Comedy Central? Not the stateside exposure (he is already a comedy star in Britain) or the money (he has plenty), but rather ''the very shallow things,'' Mr. Norton said only half jokingly one recent afternoon."
entertainment,"JAMIE ELVIDGE'S parents didn't like the sounds of it. ''They'd heard about Sturgis and these big, hairy tattooed guys, and here was their little girl riding in on a Japanese bike,'' she said."
politics,"Representative Lauren Boebert, the firebrand Republican from Colorado, said on Wednesday she will not resign her current seat even though the seat she ultimately wants is now being vacated by her House colleague, Ken Buck, sooner than she expected."
politics,"At a conference this month put on by Turning Point Action, a rising conservative activist group, 8,000 people packed into a Detroit convention hall to hear directly from Republicans’ presumptive nominee for president, Donald J. Trump."
politics,"President Biden struggled through his first debate of the 2024 campaign against Donald J. Trump, meandering and mumbling through answers as the former president pressed his case for a second term with limited resistance from his rival."
politics,"No one, it is safe to assume, told J.F.K. he was too ambitious."
politics,"OSKALOOSA, Iowa — To the list of Republican rivals he has insulted, Donald J. Trump on Saturday added a new name: Gov. Scott Walker of Wisconsin, whom he accused of mismanaging his state’s budget and creating a disaster for its roads, schools and hospitals."
politics,ANCHORAGE — Two of the most prominent women in Alaskan Republican politics — Senator Lisa Murkowski and Sarah Palin — appeared to be on divergent paths early Wednesday following the state’s special election and primary.
politics,"Tuesday was a booming repudiation of former President Donald J. Trump’s relentless preoccupation with the 2020 election. In Georgia, his voter-fraud-focused choices for governor and attorney general were roundly defeated, while his pick for secretary of state lost to a man who stood up to those false claims two years ago."
politics,"Gov. Nikki R. Haley of South Carolina, who won accolades for swiftly moving to remove the Confederate flag from the grounds of the state capitol after the June massacre of nine black churchgoers, sharply criticized the Black Lives Matter movement on Wednesday."
politics,"WILMINGTON, Del. — Senator Tom Carper is 13 for 13 in statewide races here, a record of success that dates to his election as state treasurer in 1976. And Mr. Carper’s formula for victory has largely remained constant: stay true to a centrist brand of politics that appeals to Delaware’s mix of rural voters and suburbanites while retaining a ubiquitous presence at churches, firehouse fund-raisers and birthday parties to which he may or may not have been invited."
economy,One important number usually remains under wraps when the Federal Reserve conducts its annual health checks of large banks.
economy,"WHEN Gloria Otten and Katherine Christensen met at a workshop on how to turn one's cooking skills into a business, both were looking for new work gigs. Ms. Otten had shut down her espresso-catering business when demand dropped after she moved from Seattle to San Diego. And Ms. Christensen was a retired lawyer who wanted to turn her hobby into a second-act career."
economy,"Hong Kong — National Australia Bank said Wednesday it would sell 80 percent of its life insurance business to the Nippon Life Insurance Company for 2.4 billion Australian dollars, or $1.7 billion."
economy,"We left the trail head at 1 a.m. and headed for the summit of the Grand Teton. I had made this climb several times, but my friend was still new to mountaineering. This trip was his first attempt at the popular peak. Our goal was to reach the top by sunrise so we had enough time to get back down before afternoon thunderstorms made the trail dangerous. "
economy,"Several years ago, he was the mystery man in Wall Street’s clubby hedge fund community: Tipper X, a confidential informant working for the Federal Bureau of Investigation, who wore a wire and made dozens of taped calls to help the government build a major insider trading case."
economy,"HONG KONG — The Australian port operator Qube said Thursday that it had formalized an offer to buy Asciano, another Australian port and railroad operator, for about $6.3 billion."
economy,WASHINGTON — The unusual case playing out in the United States Court of Federal Claims between the former top executive of the American International Group and the federal government took a new and significant turn this week as both sides feverishly prepared their voluminous final written arguments.
economy,"Steven A. Cohen’s search for a former federal prosecutor to serve as the general counsel for his Point72 Asset Management family office ended on Wednesday with the hiring of Kevin J. O’Connor, a former United States attorney for Connecticut."
economy,"HONG KONG — General Electric agreed on Tuesday to sell its commercial lending business in Japan to Sumitomo Mitsui Finance and Leasing, one of Japan’s largest leasing companies, for 575 billion yen, or about $4.8 billion."
economy,"For most investors, a diversified portfolio means a prudent mix of stocks and bonds. For the global elite, diversification increasingly means splurging on New York apartments that can cost tens of millions of dollars, or more. "
entertainment,"Richard Rodgers and Oscar Hammerstein were already Broadway legends when Darryl Zanuck coaxed them into the movies with new technologies like Cinemascope and stereo sound. ""State Fair"" (starring Jeanne Crain and Dana Andrews, above) was made in 1945 on the stipulation that, to keep its homespun quality, the production would not set foot in Hollywood. The pair eventually succumbed to the allure - ""The King and I"" featured three-acre sets and 40-pound costumes. RODGERS AND HAMMERSTEIN - THE SOUND OF MOVIES is a chronicle of their cinematic legacy. Shirley Jones, Rita Moreno, Nancy Kwan and Julie Andrews take turns sharing inside information about their films - TONIGHT at 8 on A&E."
entertainment,"""SO much of what's defined as a family sitcom now has become a wife telling a husband what a moron he is,"" said the television producer Mike Scully. ""Nobody does that better than 'Everybody Loves Raymond' -- so why bother trying to copy that?"" Instead, Mr. Scully and his wife, Julie Thacker-Scully, created ""Complete Savages,"" about a macho single dad with five unruly sons who've driven countless housekeepers from their home."
entertainment," In the 1960's the filmmaker Robert Drew was considering various jazz figures as prospective subjects for a documentary. Duke Ellington was a possibility, as were Dave Brubeck, Louis Armstrong and Count Basie. ""There was no question Ellington was the strongest of them,"" Mr. Drew said this week. ""Just by talking to him, I knew the man would come through."" "
entertainment,"steve.oedekerk.com, from the writer and director of ''Ace Ventura: When Nature Calls,'' is exactly what you might expect from a standup comic whose mindset is that life before CD-ROM wasn't worth living. Talking bacon, singing wasabi and a full-sized jumbo jet that tiptoes down streets are all par for a world where the colors are surreal, actions are computerized and the time limit on a single plot is about 20 seconds. Mr. Oedekerk, who takes on several forms to star in each sketch, doesn't seem to have a problem keeping up to speed. -- TUES. at 8 on NBC. Caitlin Lovinger"
entertainment," The Riordans of County Clare could use a shakeup. Skinny Aunt Frances can't read her prayer book when her brother-in-law snores. Tadhg and his best pal, Bobby, lead aimless lives gutting fish for a living and inhaling beer. The most glamorous thing they can conceive of is renting a car. Only the lady of the house seems fully alive, maybe because her other son, Michael, who moved to the United States five years ago, is coming home to visit. What she doesn't know is that he's bringing home an American wife. "
entertainment,"''Sheira and Loli's Super Duper Dittydoodler Special'' will welcome a new cast of characters into the musical world of Professor Eeky Eeky Kronk (Steve Roberts, above center) and the Funkins this morning at 8:30 on Channel 21. Among the newcomers are Molly the artist (Gia Henderson, next to the professor) and her sidekick, Doodles; Toot and Whistle, who sound off when something big is about to happen; and Zippy the Kwirk, a chaotic creature who threatens to ruin the fun for everyone."
entertainment,A HIT animated series about a family of documentary filmmakers would seem about as likely a prospect for children's television as persuading the stern primatologist Jane Goodall to become a guest star.
entertainment,"Sunday blues? Not permitted - not with three Fred Astaire-Ginger Rogers dance frolics on AMC, CAREFREE (1938) - at 6:30 P.M. - has a nifty batch of Irving Berlin songs, the beatiful ""Change Partners"" leading.And dig their slow-motion ""Color Blind"" glide across lily pads. Highlighting FOLLOW THE FLEET (1936) - at 8 P.M. - is the stunning ""Let's Face the Music and Dance"" (more Berlin). Ah, SWING TIME (1936)! - at 10 P.M. and again at 3:30 A.M. Many consider this their peak: the glowing Jerome Kern score, Astaire's dynamic ""Bojangles"" solo and the duo's rhapsodic footwork as dawn streaks a skyscraper club. Or is that heaven?"
entertainment,"For four years, Michelangelo mounted a curved, stepped scaffold of his own design in the Vatican and went to work on the ceiling 50 feet above the floor of the Sistine Chapel. It was not his favorite thing to do. ''My brush is above my head and drips paint on my face,'' he wrote. ''I am bent like a bow and my back aches. Dear friend, rescue me now. I am not in a good place. And I am no painter.''"
entertainment,"Fascism, bigotry and sheer inhumanity -- some of it packaged in the normally sunny colors of animation -- provide the dramatic substructure for a rich array of films on television this week. And oddly enough, the comic relief comes from a lighthearted look at the American presidency."
politics,"The presidential primary season is over, but down-ballot primaries are still happening across the country. Candidates will be on the ballot on Tuesday in five states: South Carolina, Nevada, Maine, North Dakota and Ohio, where a special House race will take place."
politics,"The Republican National Committee, facing a suddenly unwieldy process as states begin to select delegates at their own conventions, has hired two veteran strategists to help out, officials said."
politics,An opposition research memo about the Republican presidential hopeful Vivek Ramaswamy that was written by the super PAC supporting Gov. Ron DeSantis of Florida invokes the entrepreneur’s Hindu faith and family visits to India.
politics,Follow our live coverage of Tuesday’s primaries in Ohio and Indiana.
politics,"Michael R. Bloomberg announced on Sunday that he would run for president in 2020, bringing his enormous wealth and eclectic political biography into the tumultuous Democratic primary and seeking to win over skeptical liberal voters by presenting himself as a multibillion-dollar threat to President Trump."
politics,"Former Senator Tom Harkin of Iowa gave Hillary Rodham Clinton a big endorsement Friday, writing an opinion piece in The Des Moines Register saying that she “will keep fighting” to provide opportunities for Iowans."
politics,"When the gay hoteliers Ian Reisner and Mati Weiderpass found themselves under siege for hosting a dinner for Ted Cruz, the Texas senator who is running for president and has been vociferously opposed to same-sex marriage, they repeatedly stressed that the event was not a fund-raiser."
politics,"For months, Senator Elizabeth Warren of Massachusetts has made “big, structural change,” the rallying cry of her presidential campaign. And when it comes to the tech sector, that has meant taking square aim at giant companies like Facebook — companies she says have become so large that they are stifling competition."
politics,"The speeches were delivered to mostly empty rooms. The festivities migrated to video chats. Now, the New York Times political reporters Astead W. Herndon, Katie Glueck and Matt Flegenheimer are gathered for a 30-minute analysis and recap of the Democratic National Convention. It began at 11 a.m. Eastern time and runs till 11:30."
politics,“Fake news” has gone from a hot buzzword popularized during the 2016 presidential campaign to an ever-present phenomenon known more formally as misinformation or disinformation.
economy,"Novartis bolstered its portfolio of multiple sclerosis treatments on Friday by agreeing to buy an experimental drug from GlaxoSmithKline for up to $1 billion, the company said."
economy,TOM DAVIS
economy,"COMBING through this year's tax and pension laws, leading tax professionals have identified provisions and strategies that small businesses can use to their advantage."
economy,ENVIRONMENTAL DEFENSE wants chicken farmers to stop using antibiotics to spur growth. It wants strict controls on the budding field of nanotechnology. It wants fewer gas guzzlers on the road.
economy,"MEET Michael Brayton, the latest variation on the eBay seller. Mr. Brayton, who sells lighting fixtures and chandeliers from his shop in Ocala, Fla., loves eBay's ability to bring in customers. But he finds the auctions a hassle. Instead of dealing with those, he sells his items on eBay Stores (stores.ebay.com), where he can list inventory for longer than seven days and sell it at a fixed price."
economy,"The Inland Steel Company said it expects to report a 1983 loss of between $130 million and $140 million, including charges of about $60 million from the termination of certain operations and the sale of its shipping container business. In 1982, Inland had an operating loss of $133.1 million."
economy,"SAN FRANCISCO — In its quest to create a platform for networking security, the start-up Illumio has drawn a number of prominent backers."
economy,"YOU may think these entrepreneurs are crazy when they talk about selling coffee beans for 40 bucks a pound. When they tell you that properly prepared single-origin coffee varietals have as much depth and complexity and nuance as the finest pinot noirs. When they talk ""latte art,"" handing you a three-shot latte topped by an artistic memento -- a rosetta -- formed when perfectly textured black-brown espresso foam intermingles with the stiff froth of steam-blasted milk."
economy,"I felt calm as I sat on a blue couch for my close encounter with the nascent field of financial therapy. I watched as Joel Reimer, a fit, 50-something man in a golf shirt, put sensors on my thumb and fingers. "
economy,"LIKE thousands of other business owners around the country, Dwight Messinger got the bad news last fall. As the owner of Power Curbers Inc., a manufacturer of paving equipment in Salisbury, N.C., Mr. Messinger had already seen his company's health insurance premiums jump 25 percent in 2003 while benefits were trimmed. His own wife had been denied reimbursement for a precautionary colonoscopy."
entertainment,"FOR once, Leonardo DiCaprio's baby face (he turned 29 last month) paid off. In Steven Spielberg's sparkling CATCH ME IF YOU CAN(2002), Mr. DiCaprio plays Frank Abagnale Jr., a con man who got his start while still in high school. Abagnale passes himself off as a doctor, a lawyer and an airline pilot before a determined F.B.I. agent (Tom Hanks) finally nabs him. The National Society of Film Critics named Christopher Walken best supporting actor for his role as Frank Sr., who inspired his son's life of crime -- Saturday at 10 p.m. and Saturday/Early Sunday at 5 a.m. on Cinemax."
entertainment,"In BEARS!, a National Geographic Explorer special, the veteran host of the series, Boyd Matson, introduces three separate stories of the fearsome beasts while Coco, a brown bear, toys with his hand like a domestic pet. The first story, ''Lights! Camera! Bears!,'' focuses on the Seus family , who train animals for television and movies -- most famously, that scene stealer Bart (above with Doug Seus), who upstaged his co-stars Alec Baldwin and Anthony Hopkins in the 1997 film ''The Edge.'' The second story, ''Realm of the Great White Bear,'' is David Wright's paeon to polar bears, from the moment twin cubs emerge from their den to blink in the icy glare until they're almost ready to face life alone at age two. Narrated by Keith David, the story was filmed on the island of Svalbard, halfway between Norway and the North Pole, and captures surprisingly tender maternal moments as the mother teaches the cubs to observe their icy world. But don't be fooled by the apparent docile nature of a bear, warn the rangers at Montana's Glacier National Park; they can run 35 miles an hour and kill within seconds if they are scared or surprised. This is made chillingly clear in the final story, ''Bear Attack,'' through accounts of survivors and filming of grizzlies in the wild -- SUNDAY at 7 and 11:05 P.M. and SATURDAY at 10 A.M. on TBS. Suzanne O'Connor"
entertainment, Opening This Week 
entertainment,"For more than 40 years and in more than 70 films, BURT LANCASTER forged a successful career in Hollywood. An hourlong documentary, with Martin Sheen -- TUESDAY at 8 P.M. on AMC -- chronicles the life of the actor and reveals the man behind the image. Born in 1913 in New York City, he was a circus performer before making his debut in 1946 in ''The Killers'' (above, with Ava Gardner). He starred in westerns, war films and melodramas, and won an Oscar for ''Elmer Gantry'' (1960). In later years he aged gracefully in ''Atlantic City'' (1980), ''Local Hero'' (1983) and his final role in ''Rocket Gibraltar'' (1988). Yolanda A. Andrews"
entertainment,SHREK 2 (2004) Saturday at 8 p.m. on HBO.
entertainment,"Patrick Uden, a British television producer, is something of an amateur psychologist. He's also a jazz fan, and combining his avocations makes it possible for him to explore a subject that fascinates him: the creative process. ''I'm very interested in the way people express themselves,'' Mr. Uden said recently from his London office."
entertainment,"In the boardinghouse for theatrical girls, two adversaries, an aristocratic Katharine Hepburn and an earthy Ginger Rogers, are roommates. Their story, and those of other aspiring actresses, is the focus of STAGE DOOR, a 1937 film whose impressive cast includes Adolphe Menjou (above, with Ms. Hepburn), Andrewa Leeds, Ann Miller, Eve Arden and Lucille Ball. Originally a play by George S. Kaufman and Edna Ferber, the film was supposedly referred to as ''Screen Door'' by Mr. Kaufman, but never mind, it's all that an adaptation should be. The charm is in the homey, often prickly ambience of the boardinghouse and the peppery dialogue, which lend a superb authenticity to the proceedings. - WEDNESDAY at 8 A.M. and THURSDAY at 9:30 P.M. on TCM."
